GOBPID	Pvalue	OddsRatio	ExpCount	Count	Size	Term
GO:0071174	0.00177703414311098	Inf	5.375	10	10	mitotic spindle checkpoint signaling
GO:1902100	0.00177703414311098	Inf	5.375	10	10	negative regulation of metaphase/anaphase transition of cell cycle
GO:1905819	0.00177703414311098	Inf	5.375	10	10	negative regulation of chromosome separation
GO:2000816	0.00177703414311098	Inf	5.375	10	10	negative regulation of mitotic sister chromatid separation
GO:0001701	0.00182661470887262	12.0188679245283	7.525	13	14	in utero embryonic development
GO:0007091	0.00182661470887262	12.0188679245283	7.525	13	14	metaphase/anaphase transition of mitotic cell cycle
GO:0030071	0.00182661470887262	12.0188679245283	7.525	13	14	regulation of mitotic metaphase/anaphase transition
GO:0033045	0.00182661470887262	12.0188679245283	7.525	13	14	regulation of sister chromatid segregation
GO:0044784	0.00182661470887262	12.0188679245283	7.525	13	14	metaphase/anaphase transition of cell cycle
GO:0045930	0.00182661470887262	12.0188679245283	7.525	13	14	negative regulation of mitotic cell cycle
GO:1902099	0.00182661470887262	12.0188679245283	7.525	13	14	regulation of metaphase/anaphase transition of cell cycle
GO:2001251	0.00182661470887262	12.0188679245283	7.525	13	14	negative regulation of chromosome organization
GO:0007051	0.00244910568444532	6.97452229299363	9.1375	15	17	spindle organization
GO:0007088	0.00244910568444532	6.97452229299363	9.1375	15	17	regulation of mitotic nuclear division
GO:0030198	0.00244910568444532	6.97452229299363	9.1375	15	17	extracellular matrix organization
GO:0043062	0.00244910568444532	6.97452229299363	9.1375	15	17	extracellular structure organization
GO:0045229	0.00244910568444532	6.97452229299363	9.1375	15	17	external encapsulating structure organization
GO:0051783	0.00244910568444532	6.97452229299363	9.1375	15	17	regulation of nuclear division
GO:0051983	0.00244910568444532	6.97452229299363	9.1375	15	17	regulation of chromosome segregation
GO:0000003	0.00258158363351759	3.42565597667638	17.2	25	32	reproduction
GO:0022414	0.00258158363351759	3.42565597667638	17.2	25	32	reproductive process
GO:1901987	0.0028986791792268	3.97748344370861	13.975	21	26	regulation of cell cycle phase transition
GO:0033044	0.00292404694756534	4.47058823529412	12.3625	19	23	regulation of chromosome organization
GO:0048598	0.00292404694756534	4.47058823529412	12.3625	19	23	embryonic morphogenesis
GO:0007052	0.00327388550918925	11.025	6.9875	12	13	mitotic spindle organization
GO:1901991	0.00327388550918925	11.025	6.9875	12	13	negative regulation of mitotic cell cycle phase transition
GO:0048513	0.00343081087713106	2.21700879765396	37.625	48	70	animal organ development
GO:0007423	0.00419799694315252	6.46835443037975	8.6	14	16	sensory organ development
GO:0010948	0.00463942765194329	4.95726495726496	10.2125	16	19	negative regulation of cell cycle process
GO:0001501	0.00473753478624057	4.20779220779221	11.825	18	22	skeletal system development
GO:0045787	0.00473753478624057	4.20779220779221	11.825	18	22	positive regulation of cell cycle
GO:0007275	0.00562995229546331	1.8790243902439	60.7375	72	113	multicellular organism development
GO:0001654	0.0058213033918297	10.0434782608696	6.45	11	12	eye development
GO:0048705	0.0058213033918297	10.0434782608696	6.45	11	12	skeletal system morphogenesis
GO:0048880	0.0058213033918297	10.0434782608696	6.45	11	12	sensory system development
GO:0150063	0.0058213033918297	10.0434782608696	6.45	11	12	visual system development
GO:0044770	0.0061289395725536	3.10930009587728	16.125	23	30	cell cycle phase transition
GO:0048706	0.00645029092377468	Inf	4.3	8	8	embryonic skeletal system development
GO:0090307	0.00645029092377468	Inf	4.3	8	8	mitotic spindle assembly
GO:0006974	0.00673254139537034	3.29139072847682	14.5125	21	27	DNA damage response
GO:0048568	0.00712381502375703	5.9685534591195	8.0625	13	15	embryonic organ development
GO:0035295	0.00724955127388697	3.5516339869281	12.9	19	24	tube development
GO:0090068	0.00759018838349975	3.94838709677419	11.2875	17	21	positive regulation of cell cycle process
GO:0006281	0.00761689657651082	4.61783439490446	9.675	15	18	DNA repair
GO:0009888	0.00863930962480513	2.26520681265207	26.875	35	50	tissue development
GO:0006260	0.010260939084415	9.07407407407407	5.9125	10	11	DNA replication
GO:0065004	0.010260939084415	9.07407407407407	5.9125	10	11	protein-DNA complex assembly
GO:0000075	0.0119575103110891	5.475	7.525	12	14	cell cycle checkpoint signaling
GO:0048871	0.0119575103110891	5.475	7.525	12	14	multicellular organismal-level homeostasis
GO:0048592	0.0122360064190393	Inf	3.7625	7	7	eye morphogenesis
GO:0048704	0.0122360064190393	Inf	3.7625	7	7	embryonic skeletal system morphogenesis
GO:1905820	0.0122360064190393	Inf	3.7625	7	7	positive regulation of chromosome separation
GO:0007169	0.0123594894837861	4.28270042194093	9.1375	14	17	transmembrane receptor protein tyrosine kinase signaling pathway
GO:0009887	0.0138993028467084	2.80132450331126	15.05	21	28	animal organ morphogenesis
GO:0007167	0.0156082961206977	2.93899782135076	13.4375	19	25	enzyme-linked receptor protein signaling pathway
GO:0001822	0.0179120680805604	8.11656441717791	5.375	9	10	kidney development
GO:0008608	0.0179120680805604	8.11656441717791	5.375	9	10	attachment of spindle microtubules to kinetochore
GO:0044839	0.0179120680805604	8.11656441717791	5.375	9	10	cell cycle G2/M phase transition
GO:0072001	0.0179120680805604	8.11656441717791	5.375	9	10	renal system development
GO:0006366	0.017994776942678	1.93939393939394	32.25	40	60	transcription by RNA polymerase II
GO:0051052	0.0198023600397099	3.9517819706499	8.6	13	16	regulation of DNA metabolic process
GO:0050000	0.0198321017463522	4.98757763975155	6.9875	11	13	chromosome localization
GO:0051303	0.0198321017463522	4.98757763975155	6.9875	11	13	establishment of chromosome localization
GO:0051310	0.0198321017463522	4.98757763975155	6.9875	11	13	metaphase chromosome alignment
GO:0051321	0.0198321017463522	4.98757763975155	6.9875	11	13	meiotic cell cycle
GO:0000226	0.0224656060711984	2.38404175988069	17.2	23	32	microtubule cytoskeleton organization
GO:0000079	0.0231452169613152	Inf	3.225	6	6	regulation of cyclin-dependent protein serine/threonine kinase activity
GO:0002062	0.0231452169613152	Inf	3.225	6	6	chondrocyte differentiation
GO:0007369	0.0231452169613152	Inf	3.225	6	6	gastrulation
GO:0032508	0.0231452169613152	Inf	3.225	6	6	DNA duplex unwinding
GO:0048144	0.0231452169613152	Inf	3.225	6	6	fibroblast proliferation
GO:0048736	0.0231452169613152	Inf	3.225	6	6	appendage development
GO:0051231	0.0231452169613152	Inf	3.225	6	6	spindle elongation
GO:0060173	0.0231452169613152	Inf	3.225	6	6	limb development
GO:0060349	0.0231452169613152	Inf	3.225	6	6	bone morphogenesis
GO:0090231	0.0231452169613152	Inf	3.225	6	6	regulation of spindle checkpoint
GO:0090266	0.0231452169613152	Inf	3.225	6	6	regulation of mitotic cell cycle spindle assembly checkpoint
GO:1901970	0.0231452169613152	Inf	3.225	6	6	positive regulation of mitotic sister chromatid separation
GO:1903504	0.0231452169613152	Inf	3.225	6	6	regulation of mitotic spindle checkpoint
GO:1904029	0.0231452169613152	Inf	3.225	6	6	regulation of cyclin-dependent protein kinase activity
GO:0033554	0.0231940096475526	2.02666666666667	25.2625	32	47	cellular response to stress
GO:0006357	0.0241547711175019	1.87669172932331	31.7125	39	59	regulation of transcription by RNA polymerase II
GO:0048856	0.0255687221558678	1.60535117056856	70.95	80	132	anatomical structure development
GO:0006338	0.0261799809923055	2.93333333333333	11.2875	16	21	chromatin remodeling
GO:0019953	0.0261799809923055	2.93333333333333	11.2875	16	21	sexual reproduction
GO:0006302	0.0309283180191248	7.17073170731707	4.8375	8	9	double-strand break repair
GO:0060348	0.0309283180191248	7.17073170731707	4.8375	8	9	bone development
GO:0061982	0.0309283180191248	7.17073170731707	4.8375	8	9	meiosis I cell cycle process
GO:0140013	0.0309283180191248	7.17073170731707	4.8375	8	9	meiotic nuclear division
GO:1901988	0.0312922914604172	3.625	8.0625	12	15	negative regulation of cell cycle phase transition
GO:0071824	0.0319313482139948	2.26518518518519	16.6625	22	31	protein-DNA complex organization
GO:0048562	0.0324591175473416	4.50617283950617	6.45	10	12	embryonic organ morphogenesis
GO:0016310	0.0381445466816465	2.01826484018265	20.425	26	38	phosphorylation
GO:0006468	0.0382418429758593	2.13020134228188	17.7375	23	33	protein phosphorylation
GO:0000022	0.043657145765355	Inf	2.6875	5	5	mitotic spindle elongation
GO:0001704	0.043657145765355	Inf	2.6875	5	5	formation of primary germ layer
GO:0001706	0.043657145765355	Inf	2.6875	5	5	endoderm formation
GO:0006275	0.043657145765355	Inf	2.6875	5	5	regulation of DNA replication
GO:0007062	0.043657145765355	Inf	2.6875	5	5	sister chromatid cohesion
GO:0007179	0.043657145765355	Inf	2.6875	5	5	transforming growth factor beta receptor signaling pathway
GO:0007492	0.043657145765355	Inf	2.6875	5	5	endoderm development
GO:0021543	0.043657145765355	Inf	2.6875	5	5	pallium development
GO:0030178	0.043657145765355	Inf	2.6875	5	5	negative regulation of Wnt signaling pathway
GO:0030330	0.043657145765355	Inf	2.6875	5	5	DNA damage response, signal transduction by p53 class mediator
GO:0032963	0.043657145765355	Inf	2.6875	5	5	collagen metabolic process
GO:0035107	0.043657145765355	Inf	2.6875	5	5	appendage morphogenesis
GO:0035108	0.043657145765355	Inf	2.6875	5	5	limb morphogenesis
GO:0035987	0.043657145765355	Inf	2.6875	5	5	endodermal cell differentiation
GO:0045667	0.043657145765355	Inf	2.6875	5	5	regulation of osteoblast differentiation
GO:0051255	0.043657145765355	Inf	2.6875	5	5	spindle midzone assembly
GO:0051256	0.043657145765355	Inf	2.6875	5	5	mitotic spindle midzone assembly
GO:0072006	0.043657145765355	Inf	2.6875	5	5	nephron development
GO:0072073	0.043657145765355	Inf	2.6875	5	5	kidney epithelium development
GO:0090329	0.043657145765355	Inf	2.6875	5	5	regulation of DNA-templated DNA replication
GO:0007017	0.0439599028079907	1.93368700265252	21.5	27	40	microtubule-based process
GO:0051640	0.043991689346462	2.94339622641509	9.1375	13	17	organelle localization
GO:0051656	0.043991689346462	2.94339622641509	9.1375	13	17	establishment of organelle localization
GO:0032502	0.0441255221319797	1.50847457627119	77.9375	86	145	developmental process
